Regional Council11,Service type4,Ethnic group9,Age of child7,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Waikato,Kōhanga Reo,Pasifika,Age 3,0,0,0,0,0,0,0,10,7,7,8,11,8,5,9
Tasman,Kōhanga Reo,Pasifika,Age 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Kōhanga Reo,Pasifika,Age 3,0,0,0,0,0,0,0,0,2,1,0,2,3,1,1
Southland,Kōhanga Reo,Pasifika,Age 3,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1
Otago,Kōhanga Reo,Pasifika,Age 3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Northland,Kōhanga Reo,Pasifika,Age 3,0,1,0,1,1,0,1,7,1,3,6,5,2,3,3
Nelson,Kōhanga Reo,Pasifika,Age 3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Marlborough,Kōhanga Reo,Pasifika,Age 3,0,0,0,0,0,0,1,1,2,0,1,1,1,0,3
Manawatu-Wanganui,Kōhanga Reo,Pasifika,Age 3,0,0,0,0,0,0,0,1,1,3,1,4,2,4,2
Hawkes Bay,Kōhanga Reo,Pasifika,Age 3,0,0,0,0,0,0,0,7,5,1,1,3,8,7,6
Gisborne,Kōhanga Reo,Pasifika,Age 3,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1
Canterbury,Kōhanga Reo,Pasifika,Age 3,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1
Bay of Plenty,Kōhanga Reo,Pasifika,Age 3,1,0,0,0,0,0,0,4,3,6,6,6,2,4,4
Auckland,Kōhanga Reo,Pasifika,Age 3,1,0,0,0,0,0,1,9,16,15,13,15,19,10,9
Area outside regions,Kōhanga Reo,Pasifika,Age 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Kindergarten,Pasifika,Age 3,1,0,1,1,3,1,1,1,1,3,2,0,0,0,1
Wellington,Kindergarten,Pasifika,Age 3,271,249,252,213,264,242,243,218,226,239,229,221,221,200,176
Waikato,Kindergarten,Pasifika,Age 3,65,41,47,51,45,53,58,50,37,49,39,41,34,55,35
Tasman,Kindergarten,Pasifika,Age 3,4,0,1,0,0,0,1,2,0,1,4,3,3,1,3
Taranaki,Kindergarten,Pasifika,Age 3,3,4,6,5,3,9,7,11,7,7,11,12,7,4,8
Southland,Kindergarten,Pasifika,Age 3,7,17,12,17,8,9,11,8,9,12,2,9,7,3,7
Otago,Kindergarten,Pasifika,Age 3,16,22,18,20,26,53,18,19,17,19,25,29,18,25,28
Northland,Kindergarten,Pasifika,Age 3,4,9,9,5,12,7,6,11,5,11,9,7,6,10,12
Nelson,Kindergarten,Pasifika,Age 3,6,8,10,7,8,9,10,3,8,8,8,5,6,5,10
Marlborough,Kindergarten,Pasifika,Age 3,1,1,1,2,2,4,4,4,8,8,4,4,6,6,6
Manawatu-Wanganui,Kindergarten,Pasifika,Age 3,36,54,48,37,35,45,38,32,33,39,38,39,40,50,47
Hawkes Bay,Kindergarten,Pasifika,Age 3,51,31,49,24,23,21,28,29,23,24,19,14,17,33,24
Gisborne,Kindergarten,Pasifika,Age 3,2,3,1,0,2,4,5,4,2,0,2,2,2,3,2
Canterbury,Kindergarten,Pasifika,Age 3,67,55,52,56,69,59,64,86,63,59,59,63,54,69,59
Bay of Plenty,Kindergarten,Pasifika,Age 3,14,14,14,15,15,13,21,14,17,12,12,28,9,10,17
Auckland,Kindergarten,Pasifika,Age 3,684,644,626,628,616,597,657,603,633,624,546,529,508,497,402
Area outside regions,Kindergarten,Pasifika,Age 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Home-based,Pasifika,Age 3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
Wellington,Home-based,Pasifika,Age 3,7,7,6,9,8,7,9,12,7,7,16,20,25,26,53
Waikato,Home-based,Pasifika,Age 3,3,1,1,4,7,1,6,1,3,4,6,3,10,11,14
Tasman,Home-based,Pasifika,Age 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Home-based,Pasifika,Age 3,1,0,0,2,1,0,1,0,0,0,3,3,3,4,0
Southland,Home-based,Pasifika,Age 3,2,2,0,2,0,1,2,1,2,0,2,3,0,1,0
Otago,Home-based,Pasifika,Age 3,1,5,3,0,3,1,5,1,1,4,2,4,3,4,1
Northland,Home-based,Pasifika,Age 3,0,0,0,1,0,3,0,3,0,7,2,2,3,4,1
Nelson,Home-based,Pasifika,Age 3,0,0,0,0,1,0,0,1,0,0,1,2,1,0,0
Marlborough,Home-based,Pasifika,Age 3,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
Manawatu-Wanganui,Home-based,Pasifika,Age 3,7,2,0,1,0,1,1,1,3,3,5,3,13,2,10
Hawkes Bay,Home-based,Pasifika,Age 3,1,2,7,1,2,1,1,2,2,2,3,5,8,9,14
Gisborne,Home-based,Pasifika,Age 3,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0
Canterbury,Home-based,Pasifika,Age 3,8,1,0,2,3,3,2,3,3,3,8,8,1,3,4
Bay of Plenty,Home-based,Pasifika,Age 3,1,3,3,2,3,9,5,6,6,14,11,18,14,15,25
Auckland,Home-based,Pasifika,Age 3,7,8,9,20,15,16,14,17,17,28,33,52,50,71,118
Area outside regions,Home-based,Pasifika,Age 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Education & Care,Pasifika,Age 3,0,0,0,1,0,4,0,0,2,3,6,2,1,4,2
Wellington,Education & Care,Pasifika,Age 3,123,169,136,171,213,197,211,221,236,224,233,247,281,248,258
Waikato,Education & Care,Pasifika,Age 3,49,52,53,60,69,50,64,64,72,74,100,95,131,127,146
Tasman,Education & Care,Pasifika,Age 3,0,3,0,1,0,1,1,1,2,1,3,3,6,4,8
Taranaki,Education & Care,Pasifika,Age 3,2,2,6,5,5,2,4,5,2,7,7,7,9,12,9
Southland,Education & Care,Pasifika,Age 3,9,6,10,7,13,14,18,14,8,15,17,13,17,22,21
Otago,Education & Care,Pasifika,Age 3,19,18,26,29,22,26,31,27,26,29,26,36,44,38,30
Northland,Education & Care,Pasifika,Age 3,7,4,0,9,7,6,7,3,8,12,20,8,17,20,25
Nelson,Education & Care,Pasifika,Age 3,6,3,3,4,2,0,3,3,4,1,5,13,6,10,6
Marlborough,Education & Care,Pasifika,Age 3,2,2,2,7,3,0,4,2,7,4,9,7,9,11,12
Manawatu-Wanganui,Education & Care,Pasifika,Age 3,25,22,28,33,40,45,48,31,41,39,57,63,72,78,61
Hawkes Bay,Education & Care,Pasifika,Age 3,8,23,27,36,29,34,44,46,64,48,61,57,84,80,53
Gisborne,Education & Care,Pasifika,Age 3,1,4,7,5,5,4,4,10,5,5,10,9,9,10,7
Canterbury,Education & Care,Pasifika,Age 3,48,48,66,86,72,85,94,118,114,114,143,120,147,173,158
Bay of Plenty,Education & Care,Pasifika,Age 3,19,21,21,19,29,25,24,21,26,42,41,40,67,56,78
Auckland,Education & Care,Pasifika,Age 3,866,907,979,1024,1091,1040,1184,1195,1385,1579,1813,2122,2187,2358,2384
Area outside regions,Education & Care,Pasifika,Age 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Playcentre,Other/ Unknown*,Age 3,1,0,0,1,1,0,1,0,0,1,1,3,4,4,2
Wellington,Playcentre,Other/ Unknown*,Age 3,2,4,7,8,9,6,4,6,8,16,13,12,10,14,4
Waikato,Playcentre,Other/ Unknown*,Age 3,5,0,5,4,4,7,9,8,7,7,8,6,3,3,3
Tasman,Playcentre,Other/ Unknown*,Age 3,1,0,0,2,0,0,2,1,0,2,1,1,0,0,0
Taranaki,Playcentre,Other/ Unknown*,Age 3,0,0,1,1,1,14,0,0,2,2,0,0,2,0,1
Southland,Playcentre,Other/ Unknown*,Age 3,1,0,0,0,0,0,0,0,2,12,1,0,0,1,0
Otago,Playcentre,Other/ Unknown*,Age 3,2,1,0,0,4,3,1,2,4,28,3,5,2,4,0
Northland,Playcentre,Other/ Unknown*,Age 3,0,0,0,1,3,5,7,1,3,4,5,4,0,1,2
Nelson,Playcentre,Other/ Unknown*,Age 3,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0
Marlborough,Playcentre,Other/ Unknown*,Age 3,0,0,0,2,0,2,0,0,0,0,4,1,0,0,0
Manawatu-Wanganui,Playcentre,Other/ Unknown*,Age 3,1,0,0,2,1,1,2,2,1,1,2,1,1,0,2
Hawkes Bay,Playcentre,Other/ Unknown*,Age 3,2,0,0,2,1,3,1,1,8,1,3,1,0,4,0
Gisborne,Playcentre,Other/ Unknown*,Age 3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Canterbury,Playcentre,Other/ Unknown*,Age 3,11,3,6,6,8,5,7,10,3,8,5,6,4,3,4
Bay of Plenty,Playcentre,Other/ Unknown*,Age 3,2,4,2,1,2,0,1,2,10,6,10,3,10,3,3
Auckland,Playcentre,Other/ Unknown*,Age 3,17,11,12,14,17,15,15,11,12,11,11,19,29,17,13
Area outside regions,Playcentre,Other/ Unknown*,Age 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Kōhanga Reo,Other/ Unknown*,Age 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington,Kōhanga Reo,Other/ Unknown*,Age 3,2,1,1,0,0,0,0,9,7,5,9,4,6,7,3
Waikato,Kōhanga Reo,Other/ Unknown*,Age 3,1,4,0,0,0,0,1,9,8,5,13,15,12,11,8
Tasman,Kōhanga Reo,Other/ Unknown*,Age 3,2,0,0,0,0,0,0,0,0,0,1,2,0,1,0
Taranaki,Kōhanga Reo,Other/ Unknown*,Age 3,0,2,0,0,0,0,0,7,4,5,8,10,6,5,7
Southland,Kōhanga Reo,Other/ Unknown*,Age 3,3,2,0,0,0,0,0,4,0,1,2,0,4,5,1
Otago,Kōhanga Reo,Other/ Unknown*,Age 3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Northland,Kōhanga Reo,Other/ Unknown*,Age 3,0,2,0,0,0,1,0,6,8,5,5,5,2,5,1
Nelson,Kōhanga Reo,Other/ Unknown*,Age 3,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
Marlborough,Kōhanga Reo,Other/ Unknown*,Age 3,0,0,0,0,0,0,0,2,2,0,0,1,1,1,1
Manawatu-Wanganui,Kōhanga Reo,Other/ Unknown*,Age 3,4,2,0,0,0,0,0,21,10,11,8,12,8,10,4
Hawkes Bay,Kōhanga Reo,Other/ Unknown*,Age 3,5,1,0,0,0,0,0,12,14,9,4,9,3,8,4
Gisborne,Kōhanga Reo,Other/ Unknown*,Age 3,1,0,0,0,0,0,0,0,3,2,3,4,0,2,2
Canterbury,Kōhanga Reo,Other/ Unknown*,Age 3,0,2,0,0,0,0,0,1,3,3,1,0,0,1,0
Bay of Plenty,Kōhanga Reo,Other/ Unknown*,Age 3,4,2,0,0,0,0,0,6,3,4,6,7,13,7,8
Auckland,Kōhanga Reo,Other/ Unknown*,Age 3,9,2,3,0,0,0,0,10,21,7,7,10,5,8,5
Area outside regions,Kōhanga Reo,Other/ Unknown*,Age 3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
West Coast,Kindergarten,Other/ Unknown*,Age 3,0,0,1,0,0,3,0,1,2,1,0,4,1,1,0
Wellington,Kindergarten,Other/ Unknown*,Age 3,28,32,37,54,55,57,55,50,71,93,76,84,58,69,58
Waikato,Kindergarten,Other/ Unknown*,Age 3,18,31,23,25,27,29,20,23,17,26,25,29,12,22,11
Tasman,Kindergarten,Other/ Unknown*,Age 3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Taranaki,Kindergarten,Other/ Unknown*,Age 3,2,5,4,5,3,4,7,1,11,14,8,16,2,4,4
Southland,Kindergarten,Other/ Unknown*,Age 3,1,0,2,3,0,2,4,2,2,4,10,4,4,2,3
Otago,Kindergarten,Other/ Unknown*,Age 3,8,2,5,3,6,10,6,1,25,29,12,7,5,6,5
Northland,Kindergarten,Other/ Unknown*,Age 3,4,1,1,3,5,2,16,3,1,1,4,9,1,7,5
Nelson,Kindergarten,Other/ Unknown*,Age 3,0,0,1,0,0,2,1,0,1,3,1,2,1,4,3
Marlborough,Kindergarten,Other/ Unknown*,Age 3,0,0,0,0,3,3,2,0,20,4,1,3,1,1,0
Manawatu-Wanganui,Kindergarten,Other/ Unknown*,Age 3,16,10,7,12,8,11,7,10,6,9,17,11,4,5,3
Hawkes Bay,Kindergarten,Other/ Unknown*,Age 3,14,14,11,4,3,3,3,4,2,5,6,20,12,7,2
Gisborne,Kindergarten,Other/ Unknown*,Age 3,0,0,0,1,1,1,0,1,2,0,1,42,0,0,0
Canterbury,Kindergarten,Other/ Unknown*,Age 3,24,19,16,23,29,27,30,31,38,56,32,33,14,16,14
Bay of Plenty,Kindergarten,Other/ Unknown*,Age 3,6,3,2,0,1,4,9,6,7,1,10,6,5,2,3
Auckland,Kindergarten,Other/ Unknown*,Age 3,109,65,81,84,99,117,126,133,124,127,108,105,57,74,51
Area outside regions,Kindergarten,Other/ Unknown*,Age 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Home-based,Other/ Unknown*,Age 3,0,0,0,0,0,0,0,14,23,14,0,0,2,0,1
Wellington,Home-based,Other/ Unknown*,Age 3,2,4,2,2,5,0,2,105,155,244,56,26,30,31,49
Waikato,Home-based,Other/ Unknown*,Age 3,2,2,0,3,2,3,5,50,70,116,40,32,18,19,15
Tasman,Home-based,Other/ Unknown*,Age 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Home-based,Other/ Unknown*,Age 3,0,2,0,0,0,0,0,4,7,11,41,1,7,2,4
Southland,Home-based,Other/ Unknown*,Age 3,0,0,0,0,0,0,0,0,4,8,8,11,2,10,1
Otago,Home-based,Other/ Unknown*,Age 3,1,0,1,0,1,1,0,10,3,4,11,5,3,5,5
Northland,Home-based,Other/ Unknown*,Age 3,0,0,0,0,0,0,1,2,0,3,7,1,1,1,5
Nelson,Home-based,Other/ Unknown*,Age 3,0,0,0,1,1,1,0,4,1,1,9,0,1,0,1
Marlborough,Home-based,Other/ Unknown*,Age 3,0,0,0,0,0,0,0,0,1,19,5,1,3,0,0
Manawatu-Wanganui,Home-based,Other/ Unknown*,Age 3,0,0,0,1,1,0,1,2,13,23,32,11,16,10,9
Hawkes Bay,Home-based,Other/ Unknown*,Age 3,0,2,1,1,0,13,0,62,96,81,12,5,2,9,14
Gisborne,Home-based,Other/ Unknown*,Age 3,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0
Canterbury,Home-based,Other/ Unknown*,Age 3,6,3,4,3,2,0,1,40,68,95,38,22,19,14,11
Bay of Plenty,Home-based,Other/ Unknown*,Age 3,2,3,4,7,2,6,4,47,68,83,47,40,33,50,8
Auckland,Home-based,Other/ Unknown*,Age 3,30,20,17,17,20,10,13,144,214,303,107,50,76,68,54
Area outside regions,Home-based,Other/ Unknown*,Age 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Education & Care,Other/ Unknown*,Age 3,1,1,0,0,1,0,0,1,1,0,1,12,1,3,3
Wellington,Education & Care,Other/ Unknown*,Age 3,25,32,40,45,34,35,56,41,60,110,78,94,93,94,81
Waikato,Education & Care,Other/ Unknown*,Age 3,30,17,15,21,20,25,17,65,33,32,54,100,76,91,75
Tasman,Education & Care,Other/ Unknown*,Age 3,3,2,0,2,4,1,13,0,0,3,3,3,1,2,1
Taranaki,Education & Care,Other/ Unknown*,Age 3,2,7,6,3,5,10,7,1,11,12,5,10,14,16,13
Southland,Education & Care,Other/ Unknown*,Age 3,1,0,3,0,2,0,1,0,2,3,7,10,6,7,6
Otago,Education & Care,Other/ Unknown*,Age 3,9,6,5,9,7,12,15,11,11,19,21,39,43,32,35
Northland,Education & Care,Other/ Unknown*,Age 3,2,4,5,5,6,3,6,9,9,9,13,36,13,14,10
Nelson,Education & Care,Other/ Unknown*,Age 3,2,2,4,1,2,1,5,2,1,2,3,2,6,2,3
Marlborough,Education & Care,Other/ Unknown*,Age 3,0,0,2,0,1,2,2,1,5,5,3,4,5,9,6
Manawatu-Wanganui,Education & Care,Other/ Unknown*,Age 3,6,7,12,10,9,16,16,19,17,40,16,26,33,33,22
Hawkes Bay,Education & Care,Other/ Unknown*,Age 3,5,10,4,10,6,12,5,6,10,12,23,31,28,32,15
Gisborne,Education & Care,Other/ Unknown*,Age 3,2,3,1,2,1,2,3,3,3,2,3,11,3,10,2
Canterbury,Education & Care,Other/ Unknown*,Age 3,25,42,34,39,55,54,45,77,74,120,75,144,95,126,113
Bay of Plenty,Education & Care,Other/ Unknown*,Age 3,36,5,7,11,9,9,6,10,20,23,30,52,49,41,25
Auckland,Education & Care,Other/ Unknown*,Age 3,224,226,229,242,234,231,234,272,284,484,457,577,475,434,415
Area outside regions,Education & Care,Other/ Unknown*,Age 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Playcentre,Not Stated,Age 3,,,,,,,,,,,,,,,3
Wellington,Playcentre,Not Stated,Age 3,,,,,,,,,,,,,,,11
Waikato,Playcentre,Not Stated,Age 3,,,,,,,,,,,,,,,3
Tasman,Playcentre,Not Stated,Age 3,,,,,,,,,,,,,,,0
Taranaki,Playcentre,Not Stated,Age 3,,,,,,,,,,,,,,,0
Southland,Playcentre,Not Stated,Age 3,,,,,,,,,,,,,,,1
Otago,Playcentre,Not Stated,Age 3,,,,,,,,,,,,,,,2
Northland,Playcentre,Not Stated,Age 3,,,,,,,,,,,,,,,2
Nelson,Playcentre,Not Stated,Age 3,,,,,,,,,,,,,,,1
Marlborough,Playcentre,Not Stated,Age 3,,,,,,,,,,,,,,,0
Manawatu-Wanganui,Playcentre,Not Stated,Age 3,,,,,,,,,,,,,,,1
Hawkes Bay,Playcentre,Not Stated,Age 3,,,,,,,,,,,,,,,0
Gisborne,Playcentre,Not Stated,Age 3,,,,,,,,,,,,,,,0
Canterbury,Playcentre,Not Stated,Age 3,,,,,,,,,,,,,,,5
Bay of Plenty,Playcentre,Not Stated,Age 3,,,,,,,,,,,,,,,0
Auckland,Playcentre,Not Stated,Age 3,,,,,,,,,,,,,,,8
Area outside regions,Playcentre,Not Stated,Age 3,,,,,,,,,,,,,,,0
West Coast,Kōhanga Reo,Not Stated,Age 3,,,,,,,,,,,,,,,0
Wellington,Kōhanga Reo,Not Stated,Age 3,,,,,,,,,,,,,,,0
Waikato,Kōhanga Reo,Not Stated,Age 3,,,,,,,,,,,,,,,0
Tasman,Kōhanga Reo,Not Stated,Age 3,,,,,,,,,,,,,,,0
Taranaki,Kōhanga Reo,Not Stated,Age 3,,,,,,,,,,,,,,,0
Southland,Kōhanga Reo,Not Stated,Age 3,,,,,,,,,,,,,,,0
Otago,Kōhanga Reo,Not Stated,Age 3,,,,,,,,,,,,,,,0
Northland,Kōhanga Reo,Not Stated,Age 3,,,,,,,,,,,,,,,0
Nelson,Kōhanga Reo,Not Stated,Age 3,,,,,,,,,,,,,,,0
Marlborough,Kōhanga Reo,Not Stated,Age 3,,,,,,,,,,,,,,,0
Manawatu-Wanganui,Kōhanga Reo,Not Stated,Age 3,,,,,,,,,,,,,,,0
Hawkes Bay,Kōhanga Reo,Not Stated,Age 3,,,,,,,,,,,,,,,0
Gisborne,Kōhanga Reo,Not Stated,Age 3,,,,,,,,,,,,,,,0
Canterbury,Kōhanga Reo,Not Stated,Age 3,,,,,,,,,,,,,,,0
Bay of Plenty,Kōhanga Reo,Not Stated,Age 3,,,,,,,,,,,,,,,0
Auckland,Kōhanga Reo,Not Stated,Age 3,,,,,,,,,,,,,,,0
Area outside regions,Kōhanga Reo,Not Stated,Age 3,,,,,,,,,,,,,,,0
West Coast,Kindergarten,Not Stated,Age 3,,,,,,,,,,,,,,,0
Wellington,Kindergarten,Not Stated,Age 3,,,,,,,,,,,,,,,8
Waikato,Kindergarten,Not Stated,Age 3,,,,,,,,,,,,,,,6
Tasman,Kindergarten,Not Stated,Age 3,,,,,,,,,,,,,,,0
Taranaki,Kindergarten,Not Stated,Age 3,,,,,,,,,,,,,,,1
Southland,Kindergarten,Not Stated,Age 3,,,,,,,,,,,,,,,0
Otago,Kindergarten,Not Stated,Age 3,,,,,,,,,,,,,,,0
Northland,Kindergarten,Not Stated,Age 3,,,,,,,,,,,,,,,2
Nelson,Kindergarten,Not Stated,Age 3,,,,,,,,,,,,,,,1
Marlborough,Kindergarten,Not Stated,Age 3,,,,,,,,,,,,,,,0
Manawatu-Wanganui,Kindergarten,Not Stated,Age 3,,,,,,,,,,,,,,,2
Hawkes Bay,Kindergarten,Not Stated,Age 3,,,,,,,,,,,,,,,1
Gisborne,Kindergarten,Not Stated,Age 3,,,,,,,,,,,,,,,0
Canterbury,Kindergarten,Not Stated,Age 3,,,,,,,,,,,,,,,0
Bay of Plenty,Kindergarten,Not Stated,Age 3,,,,,,,,,,,,,,,4
Auckland,Kindergarten,Not Stated,Age 3,,,,,,,,,,,,,,,4
Area outside regions,Kindergarten,Not Stated,Age 3,,,,,,,,,,,,,,,0
West Coast,Home-based,Not Stated,Age 3,,,,,,,,,,,,,,,0
Wellington,Home-based,Not Stated,Age 3,,,,,,,,,,,,,,,0
Waikato,Home-based,Not Stated,Age 3,,,,,,,,,,,,,,,2
Tasman,Home-based,Not Stated,Age 3,,,,,,,,,,,,,,,0
Taranaki,Home-based,Not Stated,Age 3,,,,,,,,,,,,,,,0
Southland,Home-based,Not Stated,Age 3,,,,,,,,,,,,,,,0
Otago,Home-based,Not Stated,Age 3,,,,,,,,,,,,,,,1
Northland,Home-based,Not Stated,Age 3,,,,,,,,,,,,,,,0
Nelson,Home-based,Not Stated,Age 3,,,,,,,,,,,,,,,0
Marlborough,Home-based,Not Stated,Age 3,,,,,,,,,,,,,,,0
Manawatu-Wanganui,Home-based,Not Stated,Age 3,,,,,,,,,,,,,,,1
Hawkes Bay,Home-based,Not Stated,Age 3,,,,,,,,,,,,,,,0
Gisborne,Home-based,Not Stated,Age 3,,,,,,,,,,,,,,,0
Canterbury,Home-based,Not Stated,Age 3,,,,,,,,,,,,,,,2
Bay of Plenty,Home-based,Not Stated,Age 3,,,,,,,,,,,,,,,22
Auckland,Home-based,Not Stated,Age 3,,,,,,,,,,,,,,,13
Area outside regions,Home-based,Not Stated,Age 3,,,,,,,,,,,,,,,0
West Coast,Education & Care,Not Stated,Age 3,,,,,,,,,,,,,,,0
Wellington,Education & Care,Not Stated,Age 3,,,,,,,,,,,,,,,7
Waikato,Education & Care,Not Stated,Age 3,,,,,,,,,,,,,,,21
Tasman,Education & Care,Not Stated,Age 3,,,,,,,,,,,,,,,2
Taranaki,Education & Care,Not Stated,Age 3,,,,,,,,,,,,,,,2
Southland,Education & Care,Not Stated,Age 3,,,,,,,,,,,,,,,1
Otago,Education & Care,Not Stated,Age 3,,,,,,,,,,,,,,,6
Northland,Education & Care,Not Stated,Age 3,,,,,,,,,,,,,,,3
Nelson,Education & Care,Not Stated,Age 3,,,,,,,,,,,,,,,1
Marlborough,Education & Care,Not Stated,Age 3,,,,,,,,,,,,,,,0
Manawatu-Wanganui,Education & Care,Not Stated,Age 3,,,,,,,,,,,,,,,11
Hawkes Bay,Education & Care,Not Stated,Age 3,,,,,,,,,,,,,,,7
Gisborne,Education & Care,Not Stated,Age 3,,,,,,,,,,,,,,,1
Canterbury,Education & Care,Not Stated,Age 3,,,,,,,,,,,,,,,16
Bay of Plenty,Education & Care,Not Stated,Age 3,,,,,,,,,,,,,,,7
Auckland,Education & Care,Not Stated,Age 3,,,,,,,,,,,,,,,34
Area outside regions,Education & Care,Not Stated,Age 3,,,,,,,,,,,,,,,0
West Coast,Playcentre,Māori,Age 3,9,1,0,3,4,1,0,3,6,7,4,6,9,5,7
Wellington,Playcentre,Māori,Age 3,30,48,40,47,51,40,51,43,35,49,48,48,39,39,34
Waikato,Playcentre,Māori,Age 3,77,68,56,76,58,64,52,55,47,74,60,63,62,59,62
Tasman,Playcentre,Māori,Age 3,9,10,8,15,13,6,13,14,5,12,4,8,3,14,6
Taranaki,Playcentre,Māori,Age 3,7,10,13,16,20,14,8,16,18,12,17,19,10,16,8
Southland,Playcentre,Māori,Age 3,11,11,13,6,6,11,12,17,15,13,12,9,7,15,7
Otago,Playcentre,Māori,Age 3,28,20,24,20,22,23,23,25,28,21,15,28,28,14,15
Northland,Playcentre,Māori,Age 3,80,80,77,78,69,82,79,69,63,67,94,81,52,58,69
Nelson,Playcentre,Māori,Age 3,5,4,6,0,7,3,3,2,5,4,3,5,1,1,6
Marlborough,Playcentre,Māori,Age 3,2,3,5,0,2,3,2,4,3,1,3,6,4,1,4
Manawatu-Wanganui,Playcentre,Māori,Age 3,33,34,29,36,35,24,21,21,19,23,21,32,16,23,22
Hawkes Bay,Playcentre,Māori,Age 3,14,16,12,27,21,14,17,29,14,9,18,17,24,20,16
Gisborne,Playcentre,Māori,Age 3,11,14,15,11,8,15,9,13,15,5,3,7,10,5,4
Canterbury,Playcentre,Māori,Age 3,37,33,35,26,45,38,39,35,28,35,40,32,31,22,27
Bay of Plenty,Playcentre,Māori,Age 3,28,32,39,39,48,44,35,37,34,33,37,41,35,30,27
Auckland,Playcentre,Māori,Age 3,73,72,69,65,76,80,70,77,81,71,62,88,78,66,69
Area outside regions,Playcentre,Māori,Age 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Kōhanga Reo,Māori,Age 3,7,11,6,5,2,1,0,0,0,0,0,0,2,0,3
Wellington,Kōhanga Reo,Māori,Age 3,278,251,282,250,281,246,228,215,201,187,200,225,187,225,198
Waikato,Kōhanga Reo,Māori,Age 3,416,360,393,425,383,396,376,315,365,358,379,416,394,334,358
Tasman,Kōhanga Reo,Māori,Age 3,9,1,2,3,2,4,2,3,3,3,3,1,1,4,1
Taranaki,Kōhanga Reo,Māori,Age 3,95,96,94,120,115,102,70,80,68,70,88,81,96,80,87
Southland,Kōhanga Reo,Māori,Age 3,45,34,46,40,41,37,33,33,19,36,26,37,30,29,28
Otago,Kōhanga Reo,Māori,Age 3,24,27,24,13,18,12,6,14,10,12,18,16,12,18,11
Northland,Kōhanga Reo,Māori,Age 3,269,252,233,265,248,224,228,175,191,169,192,193,185,177,195
Nelson,Kōhanga Reo,Māori,Age 3,21,18,9,13,16,19,6,10,11,16,17,15,14,13,8
Marlborough,Kōhanga Reo,Māori,Age 3,16,9,19,9,14,9,21,10,5,5,3,7,11,7,2
Manawatu-Wanganui,Kōhanga Reo,Māori,Age 3,329,318,275,278,294,256,256,207,225,219,225,238,252,237,246
Hawkes Bay,Kōhanga Reo,Māori,Age 3,265,269,257,281,266,278,256,248,245,247,272,252,272,241,206
Gisborne,Kōhanga Reo,Māori,Age 3,167,137,148,141,158,141,154,121,110,125,114,119,107,123,101
Canterbury,Kōhanga Reo,Māori,Age 3,53,55,58,47,40,38,35,28,22,21,27,24,32,38,31
Bay of Plenty,Kōhanga Reo,Māori,Age 3,549,518,484,520,468,528,461,458,460,424,476,439,433,433,410
Auckland,Kōhanga Reo,Māori,Age 3,431,374,352,375,417,363,360,290,308,283,296,342,302,344,281
Area outside regions,Kōhanga Reo,Māori,Age 3,6,2,5,6,5,3,6,3,5,5,2,7,4,1,8
West Coast,Kindergarten,Māori,Age 3,9,13,17,20,18,20,18,18,15,14,7,15,6,14,18
Wellington,Kindergarten,Māori,Age 3,422,414,401,405,391,406,459,465,443,449,468,401,455,424,384
Waikato,Kindergarten,Māori,Age 3,332,374,379,415,446,442,456,337,371,323,351,345,358,404,361
Tasman,Kindergarten,Māori,Age 3,12,17,16,21,12,17,20,19,14,25,14,20,11,23,27
